step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
138,12,12,117.2,79.7,1913,0.9406,770.0,0,15.2,3.1,0,0,dqn,rl_v2,0,0
139,6,6,5000.0,100.0,2437,0.5,773.0,1,18.4,5.3,0,0,dqn,rl_v2,0,0
140,12,6,5000.0,100.0,2673,0.5,776.0,1,18.7,5.8,0,6,dqn,rl_v2,0,0
141,6,4,5000.0,100.0,2512,0.5,778.0,1,49.6,6.2,0,2,dqn,rl_v2,0,0
142,6,6,5000.0,100.0,2349,0.5,781.0,0,21.2,5.1,0,0,dqn,rl_v2,0,0
143,6,6,5000.0,100.0,2786,0.5,784.0,0,19.2,6.1,0,0,dqn,rl_v2,0,0
144,6,6,5000.0,100.0,3351,0.5,787.0,0,20.8,7.3,0,0,dqn,rl_v2,0,0
145,6,6,5000.0,100.0,3110,0.5,790.0,0,20.5,6.8,0,0,dqn,rl_v2,0,0
146,6,6,5000.0,100.0,2265,0.5381,793.0,0,17.9,4.9,0,0,dqn,rl_v2,0,0
147,6,6,5000.0,100.0,2789,0.5,796.0,0,19.3,6.1,0,0,dqn,rl_v2,0,0
148,6,6,5000.0,100.0,2644,0.5,799.0,0,18.7,5.8,0,0,dqn,rl_v2,0,0
149,6,6,5000.0,100.0,2166,0.5644,802.0,0,17.8,4.7,0,0,dqn,rl_v2,0,0
150,6,6,5000.0,100.0,2176,0.5618,805.0,0,17.7,4.8,0,0,dqn,rl_v2,0,0
151,12,6,5000.0,100.0,2006,0.6041,808.0,1,17.0,4.4,0,6,dqn,rl_v2,0,0
152,12,10,992.4,100.0,1880,0.8709,813.0,0,17.0,3.7,0,2,dqn,rl_v2,0,0
153,12,11,3185.6,100.0,2420,0.7829,818.5,0,16.3,4.3,0,1,dqn,rl_v2,0,0
154,12,12,1234.7,100.0,2676,0.8585,824.5,0,16.2,4.4,0,0,dqn,rl_v2,0,0
155,6,6,5000.0,100.0,2151,0.5683,827.5,1,17.7,4.7,0,0,dqn,rl_v2,0,0
156,6,6,5000.0,100.0,1939,0.6197,830.5,0,17.2,4.2,0,0,dqn,rl_v2,0,0
157,12,6,2295.6,100.0,1649,0.8299,833.5,1,16.6,3.6,0,6,dqn,rl_v2,0,0
158,12,7,5000.0,100.0,2477,0.5223,837.0,0,18.7,4.6,0,5,dqn,rl_v2,0,0
159,12,11,81.4,89.5,1432,0.9698,842.5,0,15.5,2.6,0,1,dqn,rl_v2,0,0
160,6,6,5000.0,100.0,2432,0.5,845.5,1,19.7,5.3,0,0,dqn,rl_v2,0,0
161,12,6,1454.2,100.0,1386,0.8495,848.5,1,15.9,3.0,0,6,dqn,rl_v2,0,0
162,6,1,5000.0,100.0,1452,0.5,849.0,1,33.3,4.8,0,5,dqn,rl_v2,0,0
163,12,4,5000.0,100.0,1725,0.5,851.0,1,37.9,2.8,0,8,dqn,rl_v2,0,0
164,12,7,5000.0,100.0,1493,0.5,854.5,0,18.1,2.8,0,5,dqn,rl_v2,0,0
165,12,9,5000.0,100.0,2104,0.5802,859.0,0,16.6,3.8,0,3,dqn,rl_v2,0,0
166,12,9,35.1,56.3,878,1.0,863.5,0,14.1,1.6,0,3,dqn,rl_v2,0,0
167,12,10,107.9,82.3,1547,0.9453,868.5,0,14.9,2.5,0,2,dqn,rl_v2,0,0
168,12,11,30.9,54.3,1065,1.0,874.0,0,14.1,1.9,0,1,dqn,rl_v2,0,0
169,12,12,71.3,68.8,1487,0.9761,880.0,0,14.6,2.4,0,0,dqn,rl_v2,0,0
170,12,12,65.6,64.2,1464,0.978,886.0,0,14.2,2.4,0,0,dqn,rl_v2,0,0
171,12,12,70.1,62.5,1500,0.975,892.0,0,14.0,2.5,0,0,dqn,rl_v2,0,0
172,12,12,20.2,44.3,1064,1.0,898.0,0,13.7,1.7,0,0,dqn,rl_v2,0,0
173,12,12,147.3,86.9,2086,0.9262,904.0,0,15.2,3.4,0,0,dqn,rl_v2,0,0
174,12,12,101.5,76.2,1830,0.9475,910.0,0,14.8,3.0,0,0,dqn,rl_v2,0,0
175,12,12,146.6,92.2,2214,0.9155,916.0,0,15.3,3.6,0,0,dqn,rl_v2,0,0
176,12,12,133.8,89.0,2137,0.9219,922.0,0,15.2,3.5,0,0,dqn,rl_v2,0,0
177,12,12,113.5,78.2,1877,0.9436,928.0,0,14.6,3.1,0,0,dqn,rl_v2,0,0
178,12,12,55.2,56.5,1355,0.9871,934.0,0,13.9,2.2,0,0,dqn,rl_v2,0,0
179,12,12,118.6,76.9,1846,0.9462,940.0,0,14.8,3.0,0,0,dqn,rl_v2,0,0
180,12,12,28.5,48.3,1159,1.0,946.0,0,13.9,1.9,0,0,dqn,rl_v2,0,0
181,12,12,82.7,66.1,1586,0.9678,952.0,0,14.2,2.6,0,0,dqn,rl_v2,0,0
182,12,12,141.3,95.5,2292,0.909,958.0,0,15.4,3.8,0,0,dqn,rl_v2,0,0
183,12,12,123.2,80.1,1922,0.9398,964.0,0,14.9,3.1,0,0,dqn,rl_v2,0,0
184,12,12,115.4,83.7,2009,0.9326,970.0,0,14.7,3.3,0,0,dqn,rl_v2,0,0
185,12,12,125.3,83.8,2010,0.9325,976.0,0,14.9,3.3,0,0,dqn,rl_v2,0,0
186,12,12,169.0,99.8,2396,0.9003,982.0,0,15.7,3.9,0,0,dqn,rl_v2,0,0
187,12,12,119.8,78.0,1872,0.944,988.0,0,15.1,3.1,0,0,dqn,rl_v2,0,0
188,12,12,116.6,79.0,1895,0.9421,994.0,0,14.9,3.1,0,0,dqn,rl_v2,0,0
189,12,12,165.0,93.8,2250,0.9125,1000.0,0,15.3,3.7,0,0,dqn,rl_v2,0,0
190,12,12,153.3,95.0,2281,0.9099,1006.0,0,15.4,3.7,0,0,dqn,rl_v2,0,0
191,12,12,147.2,88.5,2124,0.923,1012.0,0,15.0,3.5,0,0,dqn,rl_v2,0,0
192,12,12,127.1,79.8,1916,0.9403,1018.0,0,14.9,3.1,0,0,dqn,rl_v2,0,0
193,12,12,141.9,86.1,2066,0.9278,1024.0,0,15.2,3.4,0,0,dqn,rl_v2,0,0
194,12,12,123.9,83.0,1993,0.9339,1030.0,0,14.8,3.3,0,0,dqn,rl_v2,0,0
195,12,12,71.2,64.0,1536,0.972,1036.0,0,14.5,2.5,0,0,dqn,rl_v2,0,0
196,12,12,68.1,61.3,1470,0.9775,1042.0,0,14.4,2.4,0,0,dqn,rl_v2,0,0
197,12,12,175.8,100.0,2405,0.8997,1048.0,0,15.6,3.9,0,0,dqn,rl_v2,0,0
198,12,12,1189.3,100.0,2904,0.8641,1054.0,0,16.4,4.8,0,0,dqn,rl_v2,0,0
199,12,12,310.4,100.0,2537,0.8911,1060.0,0,15.6,4.2,0,0,dqn,rl_v2,0,0
200,6,6,5000.0,100.0,2148,0.5691,1063.0,1,17.8,4.7,0,0,dqn,rl_v2,0,0
201,12,6,5000.0,100.0,2055,0.5924,1066.0,1,17.7,4.5,0,6,dqn,rl_v2,0,0
202,12,9,5000.0,100.0,2422,0.6012,1070.5,0,18.4,5.3,0,3,dqn,rl_v2,0,0
203,12,12,3128.9,100.0,2588,0.78,1076.5,0,16.6,4.2,0,0,dqn,rl_v2,0,0
204,6,6,5000.0,100.0,2997,0.5,1079.5,1,19.7,6.5,0,0,dqn,rl_v2,0,0
205,6,6,5000.0,100.0,2261,0.5392,1082.5,0,17.8,4.9,0,0,dqn,rl_v2,0,0
206,6,6,5000.0,100.0,2825,0.5,1085.5,0,19.6,6.2,0,0,dqn,rl_v2,0,0
207,6,6,5000.0,100.0,2452,0.5,1088.5,0,18.6,5.4,0,0,dqn,rl_v2,0,0
208,6,6,5000.0,100.0,2987,0.5,1091.5,0,19.5,6.5,0,0,dqn,rl_v2,0,0
209,6,6,5000.0,100.0,2324,0.5218,1094.5,0,18.4,5.1,0,0,dqn,rl_v2,0,0
210,6,6,5000.0,100.0,2585,0.5,1097.5,0,18.9,5.6,0,0,dqn,rl_v2,0,0
211,6,6,5000.0,100.0,2398,0.5006,1100.5,0,18.5,5.2,0,0,dqn,rl_v2,0,0
212,6,6,5000.0,100.0,2336,0.5184,1103.5,0,18.6,5.1,0,0,dqn,rl_v2,0,0
213,6,6,5000.0,100.0,3017,0.5,1106.5,0,20.2,6.6,0,0,dqn,rl_v2,0,0
214,6,6,5000.0,100.0,2663,0.5,1109.5,0,19.1,5.8,0,0,dqn,rl_v2,0,0
215,6,6,5000.0,100.0,2346,0.5155,1112.5,0,18.6,5.1,0,0,dqn,rl_v2,0,0
216,6,6,5000.0,100.0,2541,0.5,1115.5,0,18.6,5.6,0,0,dqn,rl_v2,0,0
217,6,6,5000.0,100.0,3020,0.5,1118.5,0,20.2,6.6,0,0,dqn,rl_v2,0,0
218,6,6,5000.0,100.0,2616,0.5,1121.5,0,19.1,5.7,0,0,dqn,rl_v2,0,0
219,6,6,5000.0,100.0,2278,0.5345,1124.5,0,18.6,5.0,0,0,dqn,rl_v2,0,0
220,6,6,5000.0,100.0,2447,0.5,1127.5,0,18.8,5.3,0,0,dqn,rl_v2,0,0
221,6,6,5000.0,100.0,2023,0.6001,1130.5,0,17.6,4.4,0,0,dqn,rl_v2,0,0
222,6,6,5000.0,100.0,2400,0.5,1133.5,0,18.5,5.2,0,0,dqn,rl_v2,0,0
223,12,6,5000.0,100.0,2431,0.5,1136.5,1,18.5,5.3,0,6,dqn,rl_v2,0,0
224,6,3,5000.0,100.0,2016,0.5,1138.0,1,41.9,4.4,0,3,dqn,rl_v2,0,0
225,6,5,5000.0,100.0,2302,0.5,1140.5,0,23.8,4.5,0,1,dqn,rl_v2,0,0
226,12,6,5000.0,100.0,1706,0.5,1143.5,1,17.6,3.7,0,6,dqn,rl_v2,0,0
227,6,4,5000.0,100.0,2363,0.5,1145.5,1,47.6,5.8,0,2,dqn,rl_v2,0,0
228,12,5,5000.0,100.0,2078,0.5,1148.0,1,20.2,4.1,0,7,dqn,rl_v2,0,0
229,7,5,5000.0,100.0,1756,0.5,1150.5,1,38.2,3.5,0,2,dqn,rl_v2,0,0
230,12,6,5000.0,100.0,1971,0.5,1153.5,1,18.3,3.2,0,6,dqn,rl_v2,0,0
231,12,9,555.9,100.0,1541,0.9009,1158.0,0,16.2,2.8,0,3,dqn,rl_v2,0,0
232,12,11,2351.8,100.0,2313,0.8133,1163.5,0,16.2,4.1,0,1,dqn,rl_v2,0,0
233,12,12,107.6,83.3,1699,0.9584,1169.5,0,14.9,2.8,0,0,dqn,rl_v2,0,0
234,6,6,1391.4,100.0,1531,0.851,1172.5,1,16.1,2.5,0,0,dqn,rl_v2,0,0
235,12,6,4746.0,100.0,1905,0.6464,1175.5,1,17.0,3.1,0,6,dqn,rl_v2,0,0
236,12,11,101.0,96.0,1536,0.9604,1181.0,0,16.0,2.7,0,1,dqn,rl_v2,0,0
237,12,12,99.0,98.9,1661,0.9616,1187.0,0,14.7,2.7,0,0,dqn,rl_v2,0,0
238,12,12,82.7,68.2,1556,0.9703,1193.0,0,14.5,2.5,0,0,dqn,rl_v2,0,0
239,12,12,98.1,71.6,1718,0.9568,1199.0,0,14.5,2.8,0,0,dqn,rl_v2,0,0
240,12,12,108.2,79.0,1895,0.9421,1205.0,0,14.7,3.1,0,0,dqn,rl_v2,0,0
241,12,12,135.4,86.2,2070,0.9275,1211.0,0,15.3,3.4,0,0,dqn,rl_v2,0,0
242,12,12,67.1,62.3,1496,0.9753,1217.0,0,14.4,2.5,0,0,dqn,rl_v2,0,0
243,12,12,42.9,51.0,1223,0.9981,1223.0,0,14.0,2.0,0,0,dqn,rl_v2,0,0
244,12,12,135.1,87.2,2094,0.9255,1229.0,0,14.9,3.4,0,0,dqn,rl_v2,0,0
245,12,12,98.2,71.0,1705,0.9579,1235.0,0,14.7,2.8,0,0,dqn,rl_v2,0,0
246,12,12,31.7,49.7,1193,1.0,1241.0,0,14.0,2.0,0,0,dqn,rl_v2,0,0
247,12,12,96.3,68.7,1648,0.9627,1247.0,0,14.5,2.7,0,0,dqn,rl_v2,0,0
248,12,12,77.2,67.6,1622,0.9648,1253.0,0,14.5,2.7,0,0,dqn,rl_v2,0,0
249,12,12,101.6,77.0,1849,0.9459,1259.0,0,14.7,3.0,0,0,dqn,rl_v2,0,0
250,12,12,99.9,75.2,1805,0.9496,1265.0,0,14.7,3.0,0,0,dqn,rl_v2,0,0
