step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
158,12,10,22.2,50.8,894,1.0,761.0,0,13.8,1.8,0,2,ppo,rl_v2,0,0
159,9,9,52.6,64.0,998,0.9891,765.5,1,14.9,2.2,0,0,ppo,rl_v2,0,0
160,9,9,30.7,55.8,870,1.0,770.0,0,14.2,1.9,0,0,ppo,rl_v2,0,0
161,12,9,34.1,49.7,895,1.0,774.5,1,14.2,2.0,0,3,ppo,rl_v2,0,0
162,9,8,42.6,62.4,848,0.994,778.5,1,14.6,2.1,0,1,ppo,rl_v2,0,0
163,9,9,18.2,54.2,780,1.0,783.0,0,14.4,1.7,0,0,ppo,rl_v2,0,0
164,9,9,32.6,52.9,888,1.0,787.5,0,14.3,1.9,0,0,ppo,rl_v2,0,0
165,9,9,16.2,42.7,768,1.0,792.0,0,13.8,1.7,0,0,ppo,rl_v2,0,0
166,9,9,8.7,39.4,710,1.0,796.5,0,13.8,1.6,0,0,ppo,rl_v2,0,0
167,9,9,10.0,40.6,730,1.0,801.0,0,13.8,1.6,0,0,ppo,rl_v2,0,0
168,8,8,23.8,45.4,726,1.0,805.0,1,13.8,1.8,0,0,ppo,rl_v2,0,0
169,9,8,27.5,47.1,753,1.0,809.0,1,13.9,1.9,0,1,ppo,rl_v2,0,0
170,9,9,21.6,48.6,817,1.0,813.5,0,13.9,1.8,0,0,ppo,rl_v2,0,0
171,9,9,32.1,52.7,885,1.0,818.0,0,14.0,1.9,0,0,ppo,rl_v2,0,0
172,9,9,34.7,49.2,886,1.0,822.5,0,14.1,1.9,0,0,ppo,rl_v2,0,0
173,9,9,60.9,59.8,1076,0.9804,827.0,0,14.6,2.4,0,0,ppo,rl_v2,0,0
174,9,9,59.8,58.9,1060,0.9822,831.5,0,14.3,2.3,0,0,ppo,rl_v2,0,0
175,12,9,31.6,49.1,884,1.0,836.0,1,13.8,1.9,0,3,ppo,rl_v2,0,0
176,12,10,24.8,48.6,913,1.0,841.0,0,14.0,1.8,0,2,ppo,rl_v2,0,0
177,9,9,54.1,63.7,994,0.9896,845.5,1,14.5,2.2,0,0,ppo,rl_v2,0,0
178,9,9,33.6,57.3,894,1.0,850.0,0,14.0,2.0,0,0,ppo,rl_v2,0,0
179,12,9,25.7,48.1,866,1.0,854.5,1,14.1,1.9,0,3,ppo,rl_v2,0,0
180,12,10,24.9,48.4,910,1.0,859.5,0,14.0,1.8,0,2,ppo,rl_v2,0,0
