step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
0,12,3,3830.5,100.0,914,0.7318,3.0,1,17.3,2.0,0,9,dqn,rl_v2,0,0
1,12,9,52.3,91.6,989,0.9901,7.5,0,17.1,1.8,0,3,dqn,rl_v2,0,0
2,12,12,11.3,73.3,967,1.0,13.5,0,14.0,1.6,0,0,dqn,rl_v2,0,0
3,11,11,13.4,49.0,902,1.0,19.0,1,13.7,1.6,0,0,dqn,rl_v2,0,0
4,8,8,49.1,55.2,884,0.9895,23.0,1,14.1,2.2,0,0,dqn,rl_v2,0,0
5,12,8,52.9,57.7,923,0.9846,27.0,1,14.3,2.3,0,4,dqn,rl_v2,0,0
6,12,11,40.2,61.0,1123,0.9979,32.5,0,14.6,2.0,0,1,dqn,rl_v2,0,0
7,12,12,32.2,59.6,1145,1.0,38.5,0,14.4,1.9,0,0,dqn,rl_v2,0,0
8,11,11,34.6,49.3,1085,1.0,44.0,1,13.9,1.9,0,0,dqn,rl_v2,0,0
9,11,11,55.7,56.5,1244,0.9869,49.5,0,14.3,2.2,0,0,dqn,rl_v2,0,0
10,12,11,42.1,51.2,1127,0.9975,55.0,1,13.9,2.0,0,1,dqn,rl_v2,0,0
11,12,12,9.2,41.5,946,1.0,61.0,0,13.6,1.5,0,0,dqn,rl_v2,0,0
12,12,12,20.0,46.2,1054,1.0,67.0,0,13.8,1.7,0,0,dqn,rl_v2,0,0
13,12,12,9.1,40.2,964,1.0,73.0,0,13.7,1.6,0,0,dqn,rl_v2,0,0
14,12,12,26.0,46.0,1104,1.0,79.0,0,13.6,1.8,0,0,dqn,rl_v2,0,0
15,12,12,20.1,44.0,1056,1.0,85.0,0,14.0,1.7,0,0,dqn,rl_v2,0,0
16,12,12,9.2,37.0,889,1.0,91.0,0,13.4,1.5,0,0,dqn,rl_v2,0,0
17,12,12,9.6,37.1,890,1.0,97.0,0,13.5,1.5,0,0,dqn,rl_v2,0,0
18,12,12,9.7,36.7,881,1.0,103.0,0,13.8,1.4,0,0,dqn,rl_v2,0,0
19,12,12,9.8,40.4,970,1.0,109.0,0,13.9,1.6,0,0,dqn,rl_v2,0,0
20,12,12,8.8,34.8,834,1.0,115.0,0,13.4,1.4,0,0,dqn,rl_v2,0,0
21,12,12,8.0,37.3,896,1.0,121.0,0,13.5,1.5,0,0,dqn,rl_v2,0,0
22,12,12,9.7,34.0,815,1.0,127.0,0,13.5,1.3,0,0,dqn,rl_v2,0,0
23,12,12,8.8,33.2,797,1.0,133.0,0,13.5,1.3,0,0,dqn,rl_v2,0,0
24,12,12,8.3,37.7,905,1.0,139.0,0,13.6,1.5,0,0,dqn,rl_v2,0,0
25,12,12,9.1,37.5,901,1.0,145.0,0,13.4,1.5,0,0,dqn,rl_v2,0,0
26,12,12,9.1,39.5,948,1.0,151.0,0,13.7,1.6,0,0,dqn,rl_v2,0,0
27,12,12,26.0,46.1,1107,1.0,157.0,0,13.8,1.8,0,0,dqn,rl_v2,0,0
28,12,12,34.8,50.2,1206,0.9995,163.0,0,13.7,2.0,0,0,dqn,rl_v2,0,0
29,12,12,50.9,55.5,1333,0.9889,169.0,0,14.1,2.2,0,0,dqn,rl_v2,0,0
30,12,12,69.3,62.6,1503,0.9748,175.0,0,14.1,2.5,0,0,dqn,rl_v2,0,0
31,12,12,82.9,67.6,1623,0.9647,181.0,0,14.4,2.7,0,0,dqn,rl_v2,0,0
32,12,12,105.5,73.5,1765,0.9529,187.0,0,14.6,2.9,0,0,dqn,rl_v2,0,0
33,12,12,106.8,75.0,1800,0.95,193.0,0,14.6,2.9,0,0,dqn,rl_v2,0,0
34,12,12,125.2,78.7,1889,0.9426,199.0,0,14.9,3.1,0,0,dqn,rl_v2,0,0
35,12,12,110.8,77.1,1851,0.9457,205.0,0,14.5,3.0,0,0,dqn,rl_v2,0,0
36,12,12,85.3,68.9,1654,0.9622,211.0,0,14.7,2.7,0,0,dqn,rl_v2,0,0
37,12,12,79.9,67.5,1621,0.9649,217.0,0,14.6,2.7,0,0,dqn,rl_v2,0,0
38,12,12,59.4,56.2,1349,0.9876,223.0,0,14.5,2.2,0,0,dqn,rl_v2,0,0
39,12,12,39.5,52.5,1261,0.9949,229.0,0,14.2,2.1,0,0,dqn,rl_v2,0,0
40,12,12,31.6,47.8,1148,1.0,235.0,0,13.9,1.9,0,0,dqn,rl_v2,0,0
41,12,12,17.1,42.8,1028,1.0,241.0,0,13.8,1.7,0,0,dqn,rl_v2,0,0
42,12,12,9.7,37.0,889,1.0,247.0,0,13.8,1.5,0,0,dqn,rl_v2,0,0
43,12,12,8.7,34.1,819,1.0,253.0,0,13.6,1.3,0,0,dqn,rl_v2,0,0
44,12,12,8.9,35.2,845,1.0,259.0,0,13.5,1.4,0,0,dqn,rl_v2,0,0
45,12,12,8.9,37.2,894,1.0,265.0,0,13.8,1.5,0,0,dqn,rl_v2,0,0
46,12,12,9.7,34.1,819,1.0,271.0,0,13.6,1.3,0,0,dqn,rl_v2,0,0
47,12,12,9.7,29.3,704,1.0,277.0,0,13.2,1.2,0,0,dqn,rl_v2,0,0
48,12,12,8.6,29.0,697,1.0,283.0,0,13.1,1.1,0,0,dqn,rl_v2,0,0
49,7,7,43.7,53.0,742,0.994,286.5,1,14.0,2.1,0,0,dqn,rl_v2,0,0
50,7,7,74.0,65.4,916,0.9691,290.0,0,14.5,2.6,0,0,dqn,rl_v2,0,0
51,12,7,50.3,57.6,806,0.9849,293.5,1,14.2,2.3,0,5,dqn,rl_v2,0,0
52,12,11,9.9,44.4,764,1.0,299.0,0,14.1,1.4,0,1,dqn,rl_v2,0,0
53,12,12,9.3,43.6,784,1.0,305.0,0,13.4,1.3,0,0,dqn,rl_v2,0,0
54,8,8,28.2,47.1,753,1.0,309.0,1,13.8,1.9,0,0,dqn,rl_v2,0,0
55,8,8,37.0,50.9,815,0.9981,313.0,0,13.8,2.0,0,0,dqn,rl_v2,0,0
56,12,8,33.1,48.9,783,1.0,317.0,1,14.3,1.9,0,4,dqn,rl_v2,0,0
57,12,11,8.6,44.9,826,1.0,322.5,0,14.4,1.5,0,1,dqn,rl_v2,0,0
58,12,11,10.5,41.8,770,1.0,328.0,0,13.7,1.4,0,1,dqn,rl_v2,0,0
59,12,12,8.9,31.7,722,1.0,334.0,0,13.4,1.2,0,0,dqn,rl_v2,0,0
60,12,12,9.5,32.1,732,1.0,340.0,0,13.4,1.2,0,0,dqn,rl_v2,0,0
61,7,7,41.7,52.9,740,0.9943,343.5,1,14.0,2.1,0,0,dqn,rl_v2,0,0
62,7,7,52.3,57.0,798,0.986,347.0,0,14.3,2.2,0,0,dqn,rl_v2,0,0
63,12,7,53.6,59.4,831,0.9813,350.5,1,14.7,2.3,0,5,dqn,rl_v2,0,0
64,12,10,24.7,55.4,908,1.0,355.5,0,14.7,1.8,0,2,dqn,rl_v2,0,0
65,12,12,9.9,52.7,949,1.0,361.5,0,13.8,1.6,0,0,dqn,rl_v2,0,0
66,8,8,50.9,56.9,911,0.9861,365.5,1,14.1,2.2,0,0,dqn,rl_v2,0,0
67,8,8,45.1,55.3,885,0.9894,369.5,0,14.3,2.2,0,0,dqn,rl_v2,0,0
68,12,8,42.6,53.9,863,0.9921,373.5,1,14.3,2.1,0,4,dqn,rl_v2,0,0
69,12,10,19.8,50.1,881,1.0,378.5,0,14.0,1.7,0,2,dqn,rl_v2,0,0
70,12,10,23.7,51.7,910,1.0,383.5,0,13.8,1.8,0,2,dqn,rl_v2,0,0
71,12,12,10.4,38.8,838,1.0,389.5,0,13.9,1.4,0,0,dqn,rl_v2,0,0
72,12,12,8.9,38.2,825,1.0,395.5,0,13.5,1.4,0,0,dqn,rl_v2,0,0
73,12,12,9.6,34.9,838,1.0,401.5,0,13.7,1.4,0,0,dqn,rl_v2,0,0
74,12,12,9.1,32.1,770,1.0,407.5,0,13.6,1.3,0,0,dqn,rl_v2,0,0
75,12,12,9.1,39.7,953,1.0,413.5,0,13.8,1.6,0,0,dqn,rl_v2,0,0
76,12,12,9.7,37.5,900,1.0,419.5,0,13.5,1.5,0,0,dqn,rl_v2,0,0
77,12,12,8.9,36.1,866,1.0,425.5,0,13.4,1.4,0,0,dqn,rl_v2,0,0
78,12,12,9.1,33.7,809,1.0,431.5,0,13.7,1.3,0,0,dqn,rl_v2,0,0
79,12,12,9.3,35.8,858,1.0,437.5,0,13.4,1.4,0,0,dqn,rl_v2,0,0
80,12,12,9.1,33.8,812,1.0,443.5,0,13.3,1.3,0,0,dqn,rl_v2,0,0
81,12,12,8.9,37.5,899,1.0,449.5,0,13.8,1.5,0,0,dqn,rl_v2,0,0
82,12,12,10.1,37.2,894,1.0,455.5,0,13.5,1.5,0,0,dqn,rl_v2,0,0
83,12,12,9.7,35.2,846,1.0,461.5,0,13.5,1.4,0,0,dqn,rl_v2,0,0
84,12,12,9.5,33.3,799,1.0,467.5,0,13.7,1.3,0,0,dqn,rl_v2,0,0
85,12,12,8.6,33.9,814,1.0,473.5,0,13.4,1.3,0,0,dqn,rl_v2,0,0
86,12,12,9.1,32.8,786,1.0,479.5,0,13.5,1.3,0,0,dqn,rl_v2,0,0
87,12,12,10.0,30.5,731,1.0,485.5,0,13.4,1.2,0,0,dqn,rl_v2,0,0
88,12,12,9.5,33.6,807,1.0,491.5,0,13.6,1.3,0,0,dqn,rl_v2,0,0
89,12,12,9.0,32.2,773,1.0,497.5,0,13.6,1.3,0,0,dqn,rl_v2,0,0
90,12,12,8.6,32.3,776,1.0,503.5,0,13.5,1.3,0,0,dqn,rl_v2,0,0
91,12,12,8.8,34.1,818,1.0,509.5,0,13.5,1.3,0,0,dqn,rl_v2,0,0
92,12,12,9.1,34.3,824,1.0,515.5,0,13.7,1.4,0,0,dqn,rl_v2,0,0
93,12,12,9.3,39.4,945,1.0,521.5,0,13.6,1.5,0,0,dqn,rl_v2,0,0
94,12,12,9.9,38.9,933,1.0,527.5,0,13.6,1.5,0,0,dqn,rl_v2,0,0
95,12,12,9.0,37.8,908,1.0,533.5,0,14.0,1.5,0,0,dqn,rl_v2,0,0
96,12,12,8.7,39.7,953,1.0,539.5,0,13.8,1.6,0,0,dqn,rl_v2,0,0
97,12,12,19.3,43.8,1050,1.0,545.5,0,13.8,1.7,0,0,dqn,rl_v2,0,0
98,12,12,22.7,45.3,1088,1.0,551.5,0,14.0,1.8,0,0,dqn,rl_v2,0,0
99,12,12,37.4,49.5,1189,1.0,557.5,0,14.2,1.9,0,0,dqn,rl_v2,0,0
100,12,12,68.0,62.0,1489,0.9759,563.5,0,14.4,2.4,0,0,dqn,rl_v2,0,0
101,12,12,54.2,56.7,1361,0.9866,569.5,0,14.2,2.2,0,0,dqn,rl_v2,0,0
102,12,12,71.6,62.5,1501,0.9749,575.5,0,14.5,2.5,0,0,dqn,rl_v2,0,0
103,12,12,77.1,64.3,1544,0.9713,581.5,0,14.5,2.5,0,0,dqn,rl_v2,0,0
104,12,12,76.9,64.5,1548,0.971,587.5,0,14.3,2.5,0,0,dqn,rl_v2,0,0
105,12,12,87.6,70.7,1697,0.9586,593.5,0,14.7,2.8,0,0,dqn,rl_v2,0,0
106,12,12,94.5,70.2,1686,0.9595,599.5,0,14.8,2.8,0,0,dqn,rl_v2,0,0
107,12,12,101.6,71.1,1707,0.9577,605.5,0,14.7,2.8,0,0,dqn,rl_v2,0,0
108,12,12,77.0,67.2,1613,0.9656,611.5,0,14.5,2.6,0,0,dqn,rl_v2,0,0
109,12,12,86.5,70.2,1685,0.9596,617.5,0,14.7,2.8,0,0,dqn,rl_v2,0,0
110,12,12,89.1,69.9,1678,0.9602,623.5,0,14.5,2.7,0,0,dqn,rl_v2,0,0
111,12,12,94.0,68.6,1646,0.9628,629.5,0,14.4,2.7,0,0,dqn,rl_v2,0,0
112,12,12,81.7,67.1,1611,0.9657,635.5,0,14.7,2.6,0,0,dqn,rl_v2,0,0
113,12,12,79.3,63.4,1521,0.9732,641.5,0,14.6,2.5,0,0,dqn,rl_v2,0,0
114,12,12,57.2,59.2,1422,0.9815,647.5,0,14.4,2.3,0,0,dqn,rl_v2,0,0
115,12,12,72.6,62.8,1507,0.9744,653.5,0,14.4,2.5,0,0,dqn,rl_v2,0,0
116,12,12,60.2,59.5,1427,0.9811,659.5,0,14.5,2.3,0,0,dqn,rl_v2,0,0
117,12,12,41.4,52.4,1257,0.9952,665.5,0,14.1,2.1,0,0,dqn,rl_v2,0,0
118,12,12,32.3,47.8,1146,1.0,671.5,0,13.8,1.9,0,0,dqn,rl_v2,0,0
119,12,12,22.7,44.5,1068,1.0,677.5,0,14.1,1.7,0,0,dqn,rl_v2,0,0
120,12,12,27.2,46.6,1118,1.0,683.5,0,13.8,1.8,0,0,dqn,rl_v2,0,0
121,12,12,16.4,42.3,1016,1.0,689.5,0,14.0,1.7,0,0,dqn,rl_v2,0,0
122,12,12,10.5,40.1,962,1.0,695.5,0,13.8,1.6,0,0,dqn,rl_v2,0,0
123,12,12,11.2,39.1,939,1.0,701.5,0,13.6,1.5,0,0,dqn,rl_v2,0,0
124,12,12,9.5,40.6,975,1.0,707.5,0,13.9,1.6,0,0,dqn,rl_v2,0,0
125,12,12,8.9,39.1,939,1.0,713.5,0,13.8,1.5,0,0,dqn,rl_v2,0,0
126,12,12,8.6,40.0,959,1.0,719.5,0,13.6,1.6,0,0,dqn,rl_v2,0,0
127,12,12,9.4,36.6,878,1.0,725.5,0,13.6,1.4,0,0,dqn,rl_v2,0,0
128,12,12,8.3,36.5,876,1.0,731.5,0,13.5,1.4,0,0,dqn,rl_v2,0,0
129,12,12,8.9,33.0,791,1.0,737.5,0,13.6,1.3,0,0,dqn,rl_v2,0,0
130,12,12,8.7,31.8,763,1.0,743.5,0,13.7,1.3,0,0,dqn,rl_v2,0,0
131,12,12,8.9,31.1,746,1.0,749.5,0,13.2,1.2,0,0,dqn,rl_v2,0,0
132,12,12,9.5,40.3,968,1.0,755.5,0,13.5,1.6,0,0,dqn,rl_v2,0,0
133,12,12,9.4,38.7,928,1.0,761.5,0,13.7,1.5,0,0,dqn,rl_v2,0,0
134,12,12,8.0,36.9,886,1.0,767.5,0,13.9,1.5,0,0,dqn,rl_v2,0,0
135,12,12,14.8,42.0,1007,1.0,773.5,0,13.8,1.6,0,0,dqn,rl_v2,0,0
136,12,12,9.8,36.4,873,1.0,779.5,0,13.6,1.4,0,0,dqn,rl_v2,0,0
137,12,12,8.3,35.1,842,1.0,785.5,0,13.9,1.4,0,0,dqn,rl_v2,0,0
138,12,12,8.4,35.7,856,1.0,791.5,0,13.4,1.4,0,0,dqn,rl_v2,0,0
139,12,12,8.8,35.6,854,1.0,797.5,0,13.9,1.4,0,0,dqn,rl_v2,0,0
140,12,12,9.5,32.0,768,1.0,803.5,0,13.6,1.3,0,0,dqn,rl_v2,0,0
141,12,12,8.3,32.4,778,1.0,809.5,0,13.7,1.3,0,0,dqn,rl_v2,0,0
142,12,12,9.9,33.9,814,1.0,815.5,0,13.4,1.3,0,0,dqn,rl_v2,0,0
143,12,12,9.4,33.5,805,1.0,821.5,0,13.4,1.3,0,0,dqn,rl_v2,0,0
144,12,12,9.4,37.4,897,1.0,827.5,0,13.6,1.5,0,0,dqn,rl_v2,0,0
145,12,12,10.3,36.7,880,1.0,833.5,0,13.8,1.4,0,0,dqn,rl_v2,0,0
146,12,12,9.5,37.4,897,1.0,839.5,0,13.7,1.5,0,0,dqn,rl_v2,0,0
147,12,12,9.1,36.2,869,1.0,845.5,0,13.6,1.4,0,0,dqn,rl_v2,0,0
148,12,12,10.3,33.6,806,1.0,851.5,0,13.6,1.3,0,0,dqn,rl_v2,0,0
149,12,12,9.1,33.3,800,1.0,857.5,0,13.7,1.3,0,0,dqn,rl_v2,0,0
150,12,12,8.9,37.4,898,1.0,863.5,0,13.7,1.5,0,0,dqn,rl_v2,0,0
151,12,12,21.6,44.8,1074,1.0,869.5,0,14.0,1.8,0,0,dqn,rl_v2,0,0
152,12,12,9.5,37.1,891,1.0,875.5,0,13.9,1.5,0,0,dqn,rl_v2,0,0
153,12,12,9.0,31.5,756,1.0,881.5,0,13.5,1.2,0,0,dqn,rl_v2,0,0
154,12,12,8.4,33.3,800,1.0,887.5,0,13.4,1.3,0,0,dqn,rl_v2,0,0
155,12,12,9.1,35.7,857,1.0,893.5,0,13.8,1.4,0,0,dqn,rl_v2,0,0
156,12,12,8.9,36.8,884,1.0,899.5,0,13.7,1.4,0,0,dqn,rl_v2,0,0
157,12,12,9.9,36.2,870,1.0,905.5,0,13.6,1.4,0,0,dqn,rl_v2,0,0
158,12,12,8.9,37.2,894,1.0,911.5,0,13.5,1.5,0,0,dqn,rl_v2,0,0
159,12,12,12.4,41.6,998,1.0,917.5,0,13.7,1.6,0,0,dqn,rl_v2,0,0
160,12,12,9.0,36.2,870,1.0,923.5,0,13.7,1.4,0,0,dqn,rl_v2,0,0
161,12,12,9.1,37.3,895,1.0,929.5,0,13.9,1.5,0,0,dqn,rl_v2,0,0
162,12,12,9.0,35.3,848,1.0,935.5,0,13.6,1.4,0,0,dqn,rl_v2,0,0
163,12,12,9.1,32.5,780,1.0,941.5,0,13.6,1.3,0,0,dqn,rl_v2,0,0
164,12,12,8.9,37.0,888,1.0,947.5,0,13.8,1.5,0,0,dqn,rl_v2,0,0
165,12,12,8.8,32.0,768,1.0,953.5,0,13.5,1.3,0,0,dqn,rl_v2,0,0
166,12,12,9.0,29.6,710,1.0,959.5,0,13.3,1.2,0,0,dqn,rl_v2,0,0
167,12,12,9.3,30.4,730,1.0,965.5,0,13.5,1.2,0,0,dqn,rl_v2,0,0
168,7,7,42.3,51.9,726,0.9963,969.0,1,14.3,2.0,0,0,dqn,rl_v2,0,0
169,12,7,43.4,53.8,753,0.9924,972.5,1,14.1,2.1,0,5,dqn,rl_v2,0,0
