step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
190,8,8,8.6,37.6,601,1.0,814.5,0,13.8,1.0,0,0,ppo,rl_v2,0,0
191,8,8,8.9,29.8,476,1.0,818.5,0,13.6,0.8,0,0,ppo,rl_v2,0,0
192,8,8,8.5,27.1,433,1.0,822.5,0,13.3,0.7,0,0,ppo,rl_v2,0,0
193,8,8,9.1,33.9,543,1.0,826.5,0,13.5,0.9,0,0,ppo,rl_v2,0,0
194,8,8,8.5,34.6,553,1.0,830.5,0,13.5,0.9,0,0,ppo,rl_v2,0,0
195,8,8,8.3,33.2,531,1.0,834.5,0,13.4,0.9,0,0,ppo,rl_v2,0,0
196,8,8,8.0,34.1,545,1.0,838.5,0,13.6,0.9,0,0,ppo,rl_v2,0,0
197,8,8,8.8,35.8,573,1.0,842.5,0,13.6,0.9,0,0,ppo,rl_v2,0,0
198,8,8,8.4,26.6,426,1.0,846.5,0,13.5,0.7,0,0,ppo,rl_v2,0,0
199,8,8,8.0,29.4,471,1.0,850.5,0,13.9,0.8,0,0,ppo,rl_v2,0,0
200,8,8,8.2,29.4,471,1.0,854.5,0,13.6,0.8,0,0,ppo,rl_v2,0,0
201,8,8,8.0,32.8,524,1.0,858.5,0,13.5,0.9,0,0,ppo,rl_v2,0,0
202,8,8,8.0,36.4,583,1.0,862.5,0,13.5,1.0,0,0,ppo,rl_v2,0,0
203,8,8,8.0,39.4,630,1.0,866.5,0,13.8,1.0,0,0,ppo,rl_v2,0,0
204,8,8,23.7,46.4,742,1.0,870.5,0,14.1,1.2,0,0,ppo,rl_v2,0,0
205,8,8,36.2,51.9,830,0.9962,874.5,0,14.1,1.4,0,0,ppo,rl_v2,0,0
206,9,8,54.5,57.6,922,0.9848,878.5,1,14.6,1.5,0,1,ppo,rl_v2,0,0
207,9,9,13.9,45.0,756,1.0,883.0,0,13.9,1.4,0,0,ppo,rl_v2,0,0
208,9,9,10.2,43.5,730,1.0,887.5,0,13.7,1.3,0,0,ppo,rl_v2,0,0
209,9,9,11.8,41.7,751,1.0,892.0,0,13.9,1.4,0,0,ppo,rl_v2,0,0
210,9,9,16.5,43.6,784,1.0,896.5,0,14.0,1.4,0,0,ppo,rl_v2,0,0
211,9,9,8.5,37.1,668,1.0,901.0,0,14.0,1.2,0,0,ppo,rl_v2,0,0
212,9,9,8.0,33.9,610,1.0,905.5,0,13.4,1.1,0,0,ppo,rl_v2,0,0
213,8,8,8.0,32.9,526,1.0,909.5,1,13.3,0.9,0,0,ppo,rl_v2,0,0
214,8,8,9.4,27.1,434,1.0,913.5,0,13.8,0.7,0,0,ppo,rl_v2,0,0
215,8,8,8.7,28.4,455,1.0,917.5,0,13.4,0.7,0,0,ppo,rl_v2,0,0
216,8,8,8.2,26.9,431,1.0,921.5,0,13.5,0.7,0,0,ppo,rl_v2,0,0
217,8,8,8.8,26.0,416,1.0,925.5,0,13.6,0.7,0,0,ppo,rl_v2,0,0
218,8,8,9.0,32.2,515,1.0,929.5,0,13.6,0.8,0,0,ppo,rl_v2,0,0
219,8,8,8.0,37.4,598,1.0,933.5,0,13.6,1.0,0,0,ppo,rl_v2,0,0
220,8,8,12.7,41.5,664,1.0,937.5,0,13.6,1.1,0,0,ppo,rl_v2,0,0
221,8,8,23.3,45.6,729,1.0,941.5,0,13.9,1.2,0,0,ppo,rl_v2,0,0
222,9,8,23.3,45.8,733,1.0,945.5,1,13.9,1.2,0,1,ppo,rl_v2,0,0
223,9,9,8.7,36.8,619,1.0,950.0,0,13.5,1.1,0,0,ppo,rl_v2,0,0
224,9,9,8.7,43.0,722,1.0,954.5,0,13.8,1.3,0,0,ppo,rl_v2,0,0
225,8,8,10.8,40.3,645,1.0,958.5,1,14.0,1.1,0,0,ppo,rl_v2,0,0
226,9,8,8.4,39.9,638,1.0,962.5,1,13.8,1.0,0,1,ppo,rl_v2,0,0
227,9,8,9.0,39.9,638,1.0,966.5,0,13.8,1.0,0,1,ppo,rl_v2,0,0
228,9,8,19.0,45.4,726,1.0,970.5,0,14.1,1.2,0,1,ppo,rl_v2,0,0
229,9,8,29.6,49.0,784,1.0,974.5,0,14.1,1.3,0,1,ppo,rl_v2,0,0
230,9,8,19.1,44.0,704,1.0,978.5,0,14.0,1.2,0,1,ppo,rl_v2,0,0
231,9,8,11.7,41.1,658,1.0,982.5,0,14.0,1.1,0,1,ppo,rl_v2,0,0
232,9,9,12.3,44.2,743,1.0,987.0,0,14.1,1.4,0,0,ppo,rl_v2,0,0
233,9,9,8.6,41.9,704,1.0,991.5,0,13.8,1.3,0,0,ppo,rl_v2,0,0
234,9,9,8.4,39.0,702,1.0,996.0,0,13.8,1.3,0,0,ppo,rl_v2,0,0
235,9,9,9.5,39.6,712,1.0,1000.5,0,14.0,1.3,0,0,ppo,rl_v2,0,0
236,8,8,26.4,47.6,762,1.0,1004.5,1,14.0,1.2,0,0,ppo,rl_v2,0,0
237,9,8,46.2,54.2,868,0.9915,1008.5,1,14.5,1.4,0,1,ppo,rl_v2,0,0
238,9,9,25.0,49.1,825,1.0,1013.0,0,14.0,1.5,0,0,ppo,rl_v2,0,0
239,9,9,8.3,41.7,700,1.0,1017.5,0,13.7,1.3,0,0,ppo,rl_v2,0,0
240,9,9,8.8,39.1,703,1.0,1022.0,0,13.6,1.3,0,0,ppo,rl_v2,0,0
241,9,9,8.3,37.9,682,1.0,1026.5,0,13.8,1.2,0,0,ppo,rl_v2,0,0
242,8,8,9.5,31.6,506,1.0,1030.5,1,13.6,0.8,0,0,ppo,rl_v2,0,0
243,8,8,9.4,38.5,616,1.0,1034.5,0,13.6,1.0,0,0,ppo,rl_v2,0,0
244,8,8,52.8,56.5,904,0.987,1038.5,0,14.5,1.5,0,0,ppo,rl_v2,0,0
245,8,8,52.9,57.6,921,0.9849,1042.5,0,14.1,1.5,0,0,ppo,rl_v2,0,0
246,9,8,41.1,53.1,850,0.9938,1046.5,1,14.3,1.4,0,1,ppo,rl_v2,0,0
