step,replicas,ready_replicas,latency_p90,cpu_pct,requests,success_rate,vcpu_minutes,scale_event,memory_pct,network_pct,oom_kills,pending_pods,llm_model,llm_variant,llm_tokens_used,llm_latency_ms
209,12,12,10.2,32.9,751,1.0,903.5,0,13.4,1.2,0,0,dqn,rl_v2,0,0
210,7,7,47.3,56.0,784,0.988,907.0,1,13.9,1.5,0,0,dqn,rl_v2,0,0
211,12,7,24.1,47.7,668,1.0,910.5,1,14.1,1.3,0,5,dqn,rl_v2,0,0
212,12,10,9.6,37.2,610,1.0,915.5,0,13.7,1.2,0,2,dqn,rl_v2,0,0
213,12,11,10.8,30.6,526,1.0,921.0,0,13.1,0.9,0,1,dqn,rl_v2,0,0
214,12,12,10.3,20.1,434,1.0,927.0,0,13.2,0.7,0,0,dqn,rl_v2,0,0
215,6,6,8.0,37.9,455,1.0,930.0,1,13.5,0.7,0,0,dqn,rl_v2,0,0
216,5,5,16.6,43.1,431,1.0,932.5,1,14.0,0.8,0,0,dqn,rl_v2,0,0
217,5,5,11.9,41.6,416,1.0,935.0,0,14.0,0.8,0,0,dqn,rl_v2,0,0
218,6,5,30.7,51.5,515,0.997,937.5,1,14.0,1.0,0,1,dqn,rl_v2,0,0
219,6,5,49.8,59.8,598,0.9804,940.0,0,14.2,1.2,0,1,dqn,rl_v2,0,0
220,12,5,65.4,66.4,664,0.9672,942.5,1,14.7,1.3,0,7,dqn,rl_v2,0,0
221,12,9,12.6,55.2,729,1.0,947.0,0,14.8,1.6,0,3,dqn,rl_v2,0,0
222,12,10,10.8,52.4,733,1.0,952.0,0,13.5,1.4,0,2,dqn,rl_v2,0,0
223,12,11,9.5,31.6,619,1.0,957.5,0,13.6,1.1,0,1,dqn,rl_v2,0,0
224,8,7,36.7,51.6,722,0.9969,961.0,1,14.3,1.4,0,1,dqn,rl_v2,0,0
225,12,8,8.8,43.6,645,1.0,965.0,1,13.9,1.1,0,4,dqn,rl_v2,0,0
226,12,11,10.2,37.1,638,1.0,970.5,0,13.7,1.1,0,1,dqn,rl_v2,0,0
227,12,12,11.1,33.2,638,1.0,976.5,0,13.5,1.0,0,0,dqn,rl_v2,0,0
